dbscan,kmeans,,,,,,,,
-1,0,3,62ef6564d740649eb4ffb28147e3cc06deb99791,relation-order-->-add,,,,,
-1,3,4,1719424b23370727407c3a80e96cb354f0f8e429,hostclass-type-argument-modify,hostclass-type-argument-add,hostclass-type-argument-add,,,
-1,0,8,e472d3b48d548deae2a02162a9061067cb91f8cc,function-fail-param-modify,,,,,
-1,0,9,09af083e3c232ee5e05147ef9492365d956bb6a3,casestatement-option-default_add,,,,,
-1,0,10,92660497a2fa610cd6867329f2f038d6a35cb011,casestatement-case-test-modify,,,,,
-1,10,11,8b366fe7df52abf8ed90eea5aafcc3f1c2d70810,function-include-param-modify,function-include-param-modify,relation-order-->-modify,,,
-1,2,15,a26b80d750030481d3f13f629b07b8bcd9698958,hostclass-type-argument-add,hostclass-type-argument-modify,,,,
-1,4,19,7de2316e15117572c097d1d77a498f9ddb04be26,hostclass-type-argument-add,hostclass-type-argument-delete,hostclass-type-argument-delete,,,
-1,3,22,d66efd82a20e7cca81093d3a1e4dd20f264533f6,hostclass-type-argument-add,hostclass-type-argument-add,hostclass-type-argument-add,relation-order-->-add,,
-1,7,31,9dad94a8c643d555433ae47e0699e9f89230b934,hostclass-type-argument-modify,ifstatement-if-test-modify,,,,
-1,4,46,1719424b23370727407c3a80e96cb354f0f8e429,hostclass-type-argument-delete,hostclass-type-argument-delete,resource-package-param-modify,resource-package-param-modify,,
-1,0,52,369c83126b4b68f5fd8b32d0278f89b35c0b63c6,resource-mysql_user-type-modify,resource-mysql_user-type-modify,resource-mysql_database-type-modify,,,
-1,0,54,ff4ce8c5d44a401e2ae49cf0746039e07fd6328b,function-warning-name-modify,,,,,
-1,8,61,c654fe1ba82b8c9582b1607b771cbf6313f0e361,hostclass-type-argument-add,hostclass-type-argument-add,hostclass-type-argument-add,resource-file-param-modify,resource-file-param-modify,resource-file-param-modify
-1,0,63,1812fbca25343966ab6a45445bfb73eb8dd03178,resource-file-title-modify,resource-file-param-add,,,,
-1,3,65,6a79d2683833e87c9a8d6b21655bb268bf425f99,hostclass-type-argument-add,hostclass-type-argument-add,hostclass-type-argument-add,,,
-1,0,66,5d17f10f93585e7637786c0337b3fcde5a3db9b9,resource-mysql_user-param-add,resource-mysql_grant-title-modify,resource-mysql_grant-param-modify,,,
-1,0,67,2abccab4d954436fe7239e7bf75809b05d528f8c,resource-mysql_grant-type-modify,,,,,
-1,0,68,369c83126b4b68f5fd8b32d0278f89b35c0b63c6,resource-mysql_user-type-modify,,,,,
-1,0,69,723a3affa1fa68ef178673c06710f25c81aa95fa,resource-database_grant-param-modify,,,,,
-1,0,70,a1bd55423b77e80a0f37f6c75c04b00835f8519e,resource-database_user-type-modify,resource-database_grant-type-modify,,,,
-1,1,71,0614fba91156ee4da5ba28ef301765c4a11c2c88,hostclass-type-argument-add,resource-file-param-modify,,,,
-1,0,75,a8fd4d375ba711625931ea0f08e6e2ec5a55ca51,resource-service-param-add,,,,,
-1,1,78,995e1983f23e4e437d61371ff6b51e12c8ba6283,hostclass-type-argument-add,resource-file-title-modify,,,,
-1,3,80,81b4778b9376fa0c7a1337e7eaed512f351cc492,hostclass-type-argument-add,hostclass-type-argument-add,hostclass-type-argument-delete,,,
-1,0,97,2876dacb94296a2049303a1047722d278761a636,resource-class-param-add,,,,,
-1,0,99,6cb9071bfd8c9aa43a9befca2e576d5aeb787c57,casestatement-option-RedHatLinux-add,casestatement-option-RedHat-delete,,,,
-1,4,112,532047919a65a12999cf33b5360532044e6de0cb,hostclass-type-argument-delete,hostclass-type-argument-delete,relation-order-->-delete,,,
-1,0,127,b9db279c04e0f3437dfa70f53331857eef4a1344,resource-exec-param-delete,resource-exec-param-delete,,,,
-1,7,128,663c77930932a3271297471ade5b6a2f58ff7931,resource-exec-param-modify,resource-exec-param-add,resource-exec-param-add,resource-exec-param-add,,
-1,1,130,82c5863431cfb76c88cb1d2fa50ec2a13148a012,hostclass-type-argument-add,resource-service-param-add,,,,
-1,10,139,9278954cfeeac8361327fb325f4c35973489cbcf,resource-postgresql_psql-title-modify,resource-postgresql_psql-param-add,relation-order-->-modify,relation-order-->-modify,,
-1,9,142,673838c3d8a231a46872991e6781aa200649525f,resource-concat::fragment-param-delete,resource-concat::fragment-param-delete,,,,
-1,0,143,99cd56c2e3d032455dfc409550373295ac88da2e,resource-concat::fragment-param-modify,,,,,
